,track_id,genre_top
327,545,Folk
328,546,Folk
329,547,Folk
330,548,Folk
331,549,Folk
332,550,Electronic
333,554,Other
334,555,Other
335,556,Other
336,557,Other
337,558,Other
338,559,Other
339,560,Other
340,561,Other
341,562,Rock
342,563,Rock
343,564,Rock
344,565,Rock
345,566,Rock
346,567,Rock
347,568,Rock
348,569,Rock
349,570,Rock
350,571,Rock
351,572,Rock
352,573,Rock
353,574,Rock
354,575,Rock
355,576,Rock
356,577,Rock
357,578,Rock
358,579,Rock
359,580,Rock
360,583,Hip-Hop
361,584,Hip-Hop
362,585,Hip-Hop
363,586,Hip-Hop
364,587,Experimental
365,588,Experimental
366,589,Experimental
367,590,Jazz
368,591,Jazz
369,592,Jazz
370,593,Jazz
371,601,Folk
372,602,Folk
373,603,Folk
374,604,Folk
375,605,Rock
376,606,Rock
377,607,Rock
378,608,Rock
379,609,Rock
380,610,Folk
381,611,Folk
382,612,Folk
383,613,Other
384,614,Folk
385,615,Experimental
386,616,Experimental
387,617,Folk
388,618,Folk
389,619,Folk
390,620,Folk
391,621,Folk
392,622,Folk
393,623,Folk
394,624,Folk
395,625,Folk
396,626,Folk
397,627,Folk
398,628,Folk
399,629,Folk
400,630,Folk
401,631,Folk
402,633,Rock
403,634,Rock
404,635,Rock
405,637,Experimental
406,638,Experimental
407,639,Experimental
408,640,Spoken
409,641,Electronic
410,642,Electronic
411,643,Electronic
412,644,Electronic
413,645,Electronic
414,646,Electronic
415,647,Electronic
416,648,Electronic
417,649,Electronic
418,650,Electronic
419,651,Electronic
420,652,Electronic
421,653,Electronic
422,654,Electronic
423,655,Electronic
424,656,Electronic
425,657,Electronic
426,658,Electronic
427,659,Electronic
428,660,Electronic
429,661,Electronic
430,662,Electronic
431,663,Electronic
432,664,Electronic
433,665,Electronic
434,666,International
435,667,International
436,668,Hip-Hop
437,669,Hip-Hop
438,670,Hip-Hop
439,671,Hip-Hop
440,672,Hip-Hop
441,673,Hip-Hop
442,674,Hip-Hop
443,675,Hip-Hop
444,676,Hip-Hop
445,677,Hip-Hop
446,678,Hip-Hop
447,679,Hip-Hop
448,680,Hip-Hop
449,681,Hip-Hop
450,682,Hip-Hop
451,683,Hip-Hop
452,684,Hip-Hop
453,685,Hip-Hop
454,686,Hip-Hop
455,687,Hip-Hop
456,688,Hip-Hop
457,689,Hip-Hop
458,690,Rock
459,691,Rock
460,692,Rock
461,693,Rock
462,694,Hip-Hop
463,695,Hip-Hop
464,696,Rock
465,697,Rock
466,698,Rock
467,699,Rock
468,700,Rock
469,701,Rock
470,702,Rock
471,703,Rock
472,704,International
473,705,International
474,706,International
475,707,International
476,708,International
477,709,International
478,711,Rock
479,712,Rock
480,713,Rock
481,714,Folk
482,715,Folk
483,716,Folk
484,717,Folk
485,718,Folk
486,719,Rock
487,720,Rock
488,721,Rock
489,722,Rock
490,723,Rock
491,725,Experimental
492,726,Experimental
493,727,Experimental
494,728,Experimental
495,729,Experimental
496,730,Experimental
497,731,Experimental
498,734,Soul-RnB
499,735,Soul-RnB
500,736,Soul-RnB
501,737,Soul-RnB
502,738,Soul-RnB
503,739,Soul-RnB
504,740,Soul-RnB
505,741,Soul-RnB
506,742,Soul-RnB
507,743,Soul-RnB
508,744,Soul-RnB
509,745,Soul-RnB
510,747,Soul-RnB
511,748,Soul-RnB
512,749,Soul-RnB
513,750,Soul-RnB
514,751,Soul-RnB
515,752,Soul-RnB
516,753,Soul-RnB
517,754,Soul-RnB
518,755,Soul-RnB
519,756,Soul-RnB
520,757,Soul-RnB
521,758,Soul-RnB
522,759,Soul-RnB
523,760,Soul-RnB
524,761,Soul-RnB
525,762,Soul-RnB
526,763,Soul-RnB
527,764,Soul-RnB
528,765,Soul-RnB
529,766,Soul-RnB
530,767,Soul-RnB
531,768,Soul-RnB
532,769,Soul-RnB
533,770,Soul-RnB
534,771,Soul-RnB
535,772,Soul-RnB
536,773,Soul-RnB
537,774,Soul-RnB
538,775,Soul-RnB
539,776,Soul-RnB
540,777,Rock
541,778,Rock
542,779,Rock
543,780,Rock
544,781,Rock
545,782,Rock
546,783,Rock
547,784,Rock
548,785,Rock
549,786,Rock
550,787,Rock
551,788,Rock
552,789,Rock
553,790,Rock
554,791,Rock
555,792,Rock
556,793,Rock
557,794,Rock
558,795,Rock
559,796,Rock
560,797,Rock
561,798,Rock
562,799,Experimental
563,800,Experimental
564,801,Experimental
565,803,Rock
566,804,Rock
567,805,Rock
568,806,Rock
569,807,Rock
570,814,Folk
571,815,Experimental
572,816,Experimental
573,817,Experimental
574,818,Experimental
575,819,Experimental
576,820,Experimental
577,821,Pop
578,822,Pop
579,823,Pop
580,824,Rock
581,825,Rock
582,826,Rock
583,827,Rock
584,828,Rock
585,829,Rock
586,830,Rock
587,831,Jazz
588,832,Jazz
589,833,Jazz
590,834,Jazz
591,835,Jazz
592,836,Rock
593,837,Rock
594,838,Rock
595,839,Rock
596,840,Rock
597,841,Rock
598,842,Rock
599,843,Rock
600,844,Rock
601,845,Rock
602,846,Rock
603,847,Pop
604,850,Rock
605,851,Rock
606,852,Rock
607,853,International
608,854,Experimental
609,855,Rock
610,856,Rock
611,857,Rock
612,858,Rock
613,859,Rock
614,860,Rock
615,861,Rock
616,862,Rock
617,863,Rock
618,864,Experimental
619,866,Experimental
620,868,Experimental
621,869,Experimental
622,870,Experimental
623,871,Other
624,872,Other
625,873,Other
626,874,Electronic
627,875,Electronic
628,876,Electronic
629,877,Electronic
630,878,Electronic
631,879,Electronic
632,880,Electronic
633,881,Electronic
634,882,Electronic
635,883,Electronic
636,885,Electronic
637,886,Electronic
638,887,Electronic
639,888,Electronic
640,889,Electronic
641,890,Folk
642,891,Folk
643,892,Folk
644,893,Folk
645,894,Folk
646,895,Folk
647,896,Rock
648,897,Experimental
649,898,Experimental
650,899,Experimental
651,900,Other
652,901,Other
653,902,Other
654,903,Other
655,904,Spoken
656,905,Spoken
657,906,Spoken
658,907,Spoken
659,908,Spoken
660,909,Spoken
661,910,Spoken
662,911,Spoken
663,912,Spoken
664,913,Spoken
665,914,Spoken
666,915,Spoken
667,916,Spoken
668,917,Spoken
669,918,Spoken
670,919,Spoken
671,920,Spoken
672,921,Spoken
673,922,Spoken
674,923,Spoken
675,924,Spoken
676,925,Spoken
677,926,Spoken
678,927,Spoken
679,928,Spoken
680,929,Spoken
681,930,Spoken
682,931,Spoken
683,932,Spoken
684,933,Spoken
685,934,Spoken
686,935,Spoken
687,936,Spoken
688,937,Spoken
689,938,Spoken
690,939,Spoken
691,940,Spoken
692,941,Spoken
693,942,Spoken
694,943,Spoken
695,944,Spoken
696,945,Spoken
697,946,Spoken
698,947,Spoken
699,948,Spoken
700,949,Spoken
701,950,Spoken
702,951,Spoken
703,952,Spoken
704,953,Spoken
705,954,Spoken
706,955,Spoken
707,956,Spoken
708,957,Spoken
709,958,Spoken
710,959,Spoken
711,960,Spoken
712,961,Spoken
713,962,Spoken
714,963,Spoken
715,964,Spoken
716,965,Spoken
717,966,Spoken
718,967,Spoken
719,968,Spoken
720,969,Spoken
721,970,Spoken
722,971,Spoken
723,972,Spoken
724,973,Spoken
725,974,Spoken
726,975,Spoken
727,976,Spoken
728,977,Spoken
729,978,Experimental
730,979,Experimental
731,980,Experimental
732,981,Experimental
733,982,Experimental
734,983,Experimental
735,984,Experimental
736,985,Experimental
737,986,Experimental
738,987,Experimental
739,988,Experimental
740,989,Experimental
741,990,Experimental
742,991,Rock
743,992,Rock
744,993,Rock
745,995,Experimental
746,996,Experimental
747,997,Experimental
748,998,Experimental
749,999,Experimental
750,1000,Experimental
751,1001,Experimental
752,1002,Experimental
753,1003,Experimental
754,1004,Experimental
755,1006,Experimental
756,1007,Rock
757,1009,Rock
758,1013,Rock
759,1014,Rock
760,1015,Rock
761,1016,Rock
762,1017,Rock
763,1018,Rock
764,1019,Experimental
765,1020,Jazz
766,1021,Jazz
767,1022,Jazz
768,1023,Jazz
769,1024,Rock
770,1025,Rock
771,1026,Rock
772,1027,Rock
773,1028,Rock
774,1029,Rock
775,1030,Rock
776,1031,Rock
777,1032,Rock
778,1033,Rock
779,1034,Spoken
780,1035,Experimental
781,1036,Experimental
782,1037,Experimental
783,1038,Experimental
784,1039,Rock
785,1040,Rock
786,1041,Rock
787,1042,Blues
788,1043,Blues
789,1044,Blues
790,1045,Blues
791,1046,Blues
792,1047,Blues
793,1048,Blues
794,1049,Rock
795,1050,Rock
796,1051,Pop
797,1052,Rock
798,1058,Jazz
799,1059,Jazz
800,1060,Jazz
801,1061,Jazz
802,1062,Jazz
803,1063,Jazz
804,1064,Jazz
805,1066,Experimental
806,1067,Experimental
807,1068,Experimental
808,1069,Experimental
809,1070,Experimental
810,1071,Experimental
811,1072,Experimental
812,1073,Experimental
813,1074,Experimental
814,1075,Experimental
815,1076,Other
816,1077,Rock
817,1078,Rock
818,1079,Rock
819,1080,Rock
820,1081,Rock
821,1082,International
822,1083,Experimental
823,1084,Electronic
824,1085,Electronic
825,1086,Electronic
826,1087,Rock
827,1088,Electronic
828,1089,Electronic
829,1090,Electronic
830,1091,Electronic
831,1092,Experimental
832,1093,Experimental
833,1094,Experimental
834,1095,Experimental
835,1096,Experimental
836,1097,Experimental
837,1098,Experimental
838,1099,Experimental
839,1100,Experimental
840,1101,Experimental
841,1102,Rock
842,1105,Rock
843,1106,Rock
844,1107,Rock
845,1108,Rock
846,1110,Experimental
847,1111,Experimental
848,1113,Experimental
849,1116,Rock
850,1117,Rock
851,1118,Rock
852,1119,Rock
853,1120,Electronic
854,1121,Electronic
855,1122,Electronic
856,1123,Rock
857,1124,Rock
858,1125,Rock
859,1126,Rock
860,1127,Rock
861,1128,Rock
862,1129,Rock
863,1130,Rock
864,1131,Rock
865,1133,Rock
866,1135,Rock
867,1136,Rock
868,1138,Rock
869,1140,Rock
870,1141,Rock
871,1142,Rock
872,1143,Rock
873,1144,Rock
874,1145,Rock
875,1146,Rock
876,1147,Rock
877,1148,Rock
878,1149,Rock
879,1150,Rock
880,1151,Jazz
881,1152,Jazz
882,1153,Jazz
883,1154,Jazz
884,1155,Jazz
885,1156,Rock
886,1157,Rock
887,1158,Rock
888,1159,Rock
889,1160,Rock
890,1161,Rock
891,1162,Rock
892,1163,Rock
893,1164,Rock
894,1165,Rock
895,1166,Rock
896,1167,Rock
897,1168,Rock
898,1169,Rock
899,1170,Rock
900,1171,Rock
901,1172,Rock
902,1173,Rock
903,1174,Rock
904,1175,Rock
905,1176,Rock
906,1177,Rock
907,1178,Rock
908,1179,Rock
909,1180,Rock
910,1181,Rock
911,1182,Rock
912,1183,Rock
913,1184,Rock
914,1185,Rock
915,1186,Rock
916,1187,Rock
917,1188,Rock
918,1189,Rock
919,1190,Rock
920,1191,Rock
921,1192,Rock
922,1193,Folk
923,1194,Folk
924,1195,Folk
925,1196,Folk
926,1197,Folk
927,1198,Folk
928,1199,Folk
929,1201,Rock
930,1202,Rock
931,1203,Rock
932,1204,Rock
933,1205,Experimental
934,1206,Experimental
935,1207,Experimental
936,1208,Experimental
937,1209,Experimental
938,1210,Experimental
939,1211,Experimental
940,1212,Experimental
941,1213,Other
942,1214,Electronic
943,1215,Other
944,1216,Other
945,1217,Other
946,1218,Electronic
947,1219,Other
948,1220,Other
949,1221,Electronic
950,1222,Other
951,1223,Other
952,1224,Electronic
953,1225,Other
954,1226,Other
955,1227,Other
956,1228,Other
957,1229,Other
958,1230,Other
959,1231,Other
960,1232,Other
961,1233,Other
962,1234,Other
963,1235,Other
964,1236,Other
965,1237,Other
966,1238,Other
967,1240,Rock
968,1241,Experimental
969,1242,Experimental
970,1243,Experimental
971,1244,Experimental
972,1245,Experimental
973,1246,Experimental
974,1247,Experimental
975,1248,Experimental
976,1249,Experimental
977,1250,Experimental
978,1251,Experimental
979,1252,Experimental
980,1253,Experimental
981,1254,Experimental
982,1255,Experimental
983,1256,Experimental
984,1257,Experimental
985,1258,Experimental
986,1259,Experimental
987,1260,Experimental
988,1261,Experimental
989,1262,Experimental
990,1263,Experimental
991,1264,Experimental
992,1265,Experimental
993,1266,Experimental
994,1267,Experimental
995,1268,Experimental
996,1269,Experimental
997,1270,Rock
998,1271,Rock
999,1272,Rock
1000,1273,Rock
1001,1274,Rock
1002,1275,Rock
1003,1276,Experimental
1004,1277,Experimental
1005,1278,Experimental
1006,1279,Rock
1007,1280,Rock
1008,1281,Rock
1009,1282,Rock
1010,1283,Rock
1011,1284,Rock
1012,1285,Rock
1013,1286,Rock
1014,1287,Rock
1015,1288,Rock
1016,1289,Rock
1017,1290,Rock
1018,1291,Rock
1019,1292,Rock
1020,1293,Rock
1021,1294,Rock
1022,1295,Rock
1023,1296,Rock
1024,1297,Rock
1025,1298,Rock
1026,1299,Rock
1027,1300,Rock
1028,1301,Rock
1029,1302,Electronic
1030,1303,Folk
1031,1304,Electronic
1032,1305,Electronic
1033,1306,Electronic
1034,1307,Electronic
1035,1308,Folk
1036,1309,Electronic
1037,1310,Electronic
1038,1311,Folk
1039,1312,Electronic
1040,1313,Folk
1041,1314,Electronic
1042,1315,Electronic
1043,1316,Electronic
1044,1317,Folk
1045,1318,Electronic
1046,1319,Electronic
1047,1320,Electronic
1048,1321,Electronic
1049,1322,Folk
1050,1323,Electronic
1051,1324,Electronic
1052,1325,Electronic
1053,1326,Folk
1054,1327,Electronic
1055,1328,Electronic
1056,1329,Folk
1057,1330,Electronic
1058,1331,Electronic
1059,1332,Electronic
1060,1333,Electronic
1061,1334,Electronic
1062,1335,Electronic
1063,1336,Electronic
1064,1337,Electronic
1065,1338,Electronic
1066,1339,Electronic
1067,1340,Electronic
1068,1341,Folk
1069,1342,Folk
1070,1343,Experimental
1071,1344,Experimental
1072,1345,Experimental
1073,1346,Experimental
1074,1347,Experimental
1075,1348,Experimental
1076,1349,Other
1077,1352,Other
1078,1353,Other
1079,1354,Rock
1080,1355,Experimental
1081,1356,Rock
1082,1357,Rock
1083,1358,Rock
1084,1359,Rock
1085,1360,Rock
1086,1361,Rock
1087,1362,Rock
1088,1363,Rock
1089,1364,Rock
1090,1365,Rock
1091,1366,Rock
1092,1367,Rock
1093,1368,Rock
1094,1369,Rock
1095,1370,Rock
1096,1371,Rock
1097,1372,Rock
1098,1373,Rock
1099,1374,Rock
1100,1375,Rock
1101,1376,Rock
1102,1377,Rock
1103,1378,Rock
1104,1380,Rock
1105,1381,Rock
1106,1382,Rock
1107,1383,Rock
1108,1384,Other
1109,1412,Rock
1110,1413,Rock
1111,1414,Rock
1112,1415,Rock
1113,1416,Rock
1114,1417,Rock
1115,1418,Rock
1116,1419,Rock
1117,1420,Rock
1118,1421,Rock
1119,1422,Rock
1120,1423,Rock
1121,1424,Rock
1122,1425,Rock
1123,1426,Rock
1124,1427,Rock
1125,1428,Electronic
1126,1429,Other
1127,1430,Electronic
1128,1431,Electronic
1129,1432,Electronic
1130,1433,Electronic
1131,1434,Electronic
1132,1435,Electronic
1133,1436,Electronic
1134,1437,Electronic
1135,1438,Electronic
1136,1439,Electronic
1137,1441,Electronic
1138,1442,Electronic
1139,1443,Experimental
1140,1444,Experimental
1141,1450,Rock
1142,1451,Rock
1143,1474,Rock
1144,1475,Rock
1145,1476,Electronic
1146,1477,Electronic
1147,1478,Electronic
1148,1479,Electronic
1149,1480,Electronic
1150,1481,Electronic
1151,1482,Electronic
1152,1483,Electronic
1153,1484,Electronic
1154,1485,Electronic
1155,1486,Electronic
1156,1487,Electronic
1157,1488,Electronic
1158,1489,Electronic
1159,1490,Rock
1160,1491,Rock
1161,1492,Rock
1162,1494,Experimental
1163,1495,Experimental
1164,1496,Experimental
1165,1497,Experimental
1166,1498,Experimental
1167,1499,Experimental
1168,1500,Experimental
1169,1501,Experimental
1170,1502,Experimental
1171,1503,Experimental
1172,1504,Experimental
1173,1505,Experimental
1174,1506,Experimental
1175,1507,Experimental
1176,1508,Experimental
1177,1509,Experimental
1178,1510,Experimental
1179,1511,Experimental
1180,1512,Experimental
1181,1513,Experimental
1182,1514,Experimental
1183,1515,Rock
1184,1516,Rock
1185,1517,Experimental
1186,1518,Rock
1187,1519,Rock
1188,1520,Rock
1189,1521,Rock
1190,1522,Rock
1191,1523,Rock
1192,1524,Rock
1193,1525,Rock
1194,1526,Rock
1195,1527,Rock
1196,1528,Rock
1197,1529,Rock
1198,1530,Rock
1199,1531,Rock
1200,1532,Rock
1201,1533,Rock
1202,1534,Rock
1203,1535,Rock
1204,1536,Rock
1205,1537,Experimental
1206,1538,Experimental
1207,1539,Experimental
1208,1540,Folk
1209,1541,Folk
1210,1542,Folk
1211,1543,Folk
1212,1544,Folk
1213,1545,Folk
1214,1546,Folk
1215,1547,Electronic
1216,1548,Electronic
1217,1549,Electronic
1218,1550,Electronic
1219,1551,Electronic
1220,1552,Electronic
1221,1553,Electronic
1222,1554,Electronic
1223,1555,Electronic
1224,1556,Electronic
1225,1557,Experimental
1226,1558,Experimental
1227,1559,Experimental
1228,1560,Experimental
1229,1561,Experimental
1230,1562,Experimental
1231,1563,Experimental
1232,1564,Experimental
1233,1565,Experimental
1234,1566,Experimental
1235,1567,Experimental
1236,1568,Experimental
1237,1569,Experimental
1238,1570,Experimental
1239,1572,Experimental
1240,1573,Experimental
1241,1574,Other
1242,1575,Other
1243,1576,Experimental
1244,1577,Experimental
1245,1578,Experimental
1246,1579,Experimental
1247,1580,Experimental
1248,1581,Experimental
1249,1582,Experimental
1250,1583,Experimental
1251,1584,Experimental
1252,1585,Experimental
1253,1586,Experimental
1254,1587,Experimental
1255,1588,Experimental
1256,1589,Experimental
1257,1590,Rock
1258,1591,Rock
1259,1592,Rock
1260,1593,Rock
1261,1594,Rock
1262,1595,Rock
1263,1596,Rock
1264,1597,Rock
1265,1598,Rock
1266,1599,Rock
1267,1600,Rock
1268,1601,Rock
1269,1602,Rock
1270,1603,Rock
1271,1604,Rock
1272,1605,Rock
1273,1606,Rock
1274,1607,Rock
1275,1608,Rock
1276,1609,Rock
1277,1610,Rock
1278,1611,Rock
1279,1612,Rock
1280,1613,Rock
1281,1614,Rock
1282,1615,Rock
1283,1616,Rock
1284,1617,Rock
1285,1618,Rock
1286,1619,Rock
1287,1620,Experimental
1288,1621,Experimental
1289,1622,Experimental
1290,1623,Experimental
1291,1624,Experimental
1292,1625,Experimental
1293,1626,Experimental
1294,1627,Experimental
1295,1628,Experimental
1296,1629,Experimental
1297,1630,Experimental
1298,1631,Experimental
1299,1632,Experimental
1300,1633,Experimental
1301,1634,Electronic
1302,1635,Electronic
1303,1636,Electronic
1304,1637,Electronic
1305,1638,Electronic
1306,1639,Electronic
1307,1640,Electronic
1308,1641,Rock
1309,1642,Pop
1310,1643,Pop
1311,1644,Pop
1312,1645,Pop
1313,1648,Pop
1314,1649,Pop
1315,1652,Pop
1316,1657,Pop
1317,1658,Pop
1318,1659,Pop
1319,1660,Pop
1320,1661,Pop
1321,1662,Pop
1322,1663,Pop
1323,1664,Pop
1324,1665,Pop
1325,1666,Pop
1326,1667,Experimental
1327,1668,Experimental
1328,1669,Experimental
1329,1670,Experimental
1330,1671,Experimental
1331,1672,Experimental
1332,1673,Experimental
1333,1674,Experimental
1334,1675,Electronic
1335,1676,Electronic
1336,1677,Electronic
1337,1678,Electronic
1338,1679,Electronic
1339,1680,International
1340,1681,International
1341,1682,International
1342,1683,International
1343,1684,International
1344,1685,International
1345,1686,International
1346,1687,International
1347,1688,International
1348,1689,International
1349,1690,Rock
1350,1691,Pop
1351,1692,Pop
1352,1693,Pop
1353,1694,Rock
1354,1695,Rock
1355,1696,Rock
1356,1697,Rock
1357,1698,Folk
1358,1699,Folk
1359,1700,Folk
1360,1701,Folk
1361,1702,Folk
1362,1703,Folk
1363,1704,Folk
1364,1705,Folk
1365,1706,Rock
1366,1707,Rock
1367,1708,Rock
1368,1709,Rock
1369,1710,Rock
1370,1711,Rock
1371,1712,Rock
1372,1713,Rock
1373,1714,Rock
1374,1715,Rock
1375,1716,Rock
1376,1717,Rock
1377,1718,Rock
1378,1719,Rock
1379,1720,Rock
1380,1721,Electronic
1381,1722,Electronic
1382,1723,Electronic
1383,1725,Rock
1384,1726,Rock
1385,1727,Rock
1386,1728,Rock
1387,1730,Rock
1388,1731,Experimental
1389,1732,Experimental
1390,1733,Experimental
1391,1734,Experimental
1392,1735,Experimental
1393,1736,Experimental
1394,1737,Experimental
1395,1738,Experimental
1396,1739,Experimental
1397,1740,Rock
1398,1741,Rock
1399,1742,Rock
1400,1743,Rock
1401,1744,Rock
1402,1745,Rock
1403,1746,Rock
1404,1747,Rock
1405,1748,Rock
1406,1749,Rock
1407,1750,Rock
1408,1751,Rock
1409,1752,Rock
1410,1753,Rock
1411,1754,Rock
1412,1755,Rock
1413,1756,Rock
1414,1757,Rock
1415,1759,Folk
1416,1761,Folk
1417,1763,Folk
1418,1765,Folk
1419,1767,Folk
1420,1768,Folk
1421,1770,Rock
1422,1771,Rock
1423,1772,Rock
1424,1773,Rock
1425,1780,Rock
1426,1781,Rock
1427,1782,Rock
1428,1783,Rock
1429,1784,Rock
1430,1785,Rock
1431,1786,Rock
1432,1787,Rock
1433,1788,Rock
1434,1789,Rock
1435,1790,Rock
1436,1791,Rock
1437,1792,Rock
1438,1793,Rock
1439,1794,Rock
1440,1795,Rock
1441,1796,Rock
1442,1797,Rock
1443,1798,Rock
1444,1799,Rock
1445,1800,Rock
1446,1801,Rock
1447,1802,Rock
1448,1803,Rock
1449,1804,Rock
1450,1805,Rock
1451,1806,Rock
1452,1807,Rock
1453,1808,Rock
1454,1809,Rock
1455,1810,Rock
1456,1811,Rock
1457,1812,Rock
1458,1813,Rock
1459,1814,Rock
1460,1815,Rock
1461,1816,Rock
1462,1817,Rock
1463,1818,Rock
1464,1819,Rock
1465,1820,Rock
1466,1821,Rock
1467,1822,Rock
1468,1823,Rock
1469,1824,Rock
1470,1825,Rock
1471,1826,Rock
1472,1827,Rock
1473,1828,Rock
1474,1829,Rock
1475,1830,Rock
1476,1831,Rock
1477,1832,Rock
1478,1833,Rock
1479,1834,Rock
1480,1835,Rock
1481,1836,Rock
1482,1837,Rock
1483,1840,Pop
1484,1841,Pop
1485,1842,Pop
1486,1843,Pop
1487,1844,Pop
1488,1860,Rock
1489,1861,Rock
1490,1863,Electronic
1491,1864,Electronic
1492,1865,Other
1493,1866,Electronic
1494,1867,Other
1495,1868,Electronic
1496,1869,Other
1497,1870,Electronic
1498,1871,Other
1499,1872,Electronic
1500,1873,Other
1501,1874,Electronic
